,station,sample,core,cruise,time,year,month,day,hour,x,y,y_adj,temperature,depth,grain_phi,grain_mm,grain_slope,mud_percent,vf_sand_percent,f_sand_percent,m_sand_percent,c_sand_percent,vc_sand_percent,vf_pebbles_percent,f_pebbles_percent,pebbles_percent,tom_proportion,shear_stress,vms_ospar,seq_depth
C25a,CLS_71,CLS_71a,a,HE562,T06:08:00,2020,9,29,6,7.21837,55.01014,55.010139,17,31.65078404,2.839530985,139.7063029,3.513459044,0.858535076,35.64080749,60.30628819,2.212081367,0.703844071,0.224301957,0.054141852,0,0,0.007543073,0.5606,0.08401704,31674
C25b,CLS_71,CLS_71b,b,HE562,T06:08:00,2020,9,29,6,7.21837,55.01014,55.01014,17,31.65078404,2.839530985,139.7063029,3.513459044,0.858535076,35.64080749,60.30628819,2.212081367,0.703844071,0.224301957,0.054141852,0,0,0.007543073,0.5606,0.08401704,10160
C25c,CLS_71,CLS_71c,c,HE562,T06:08:00,2020,9,29,6,7.21837,55.01014,55.010141,17,31.65078404,2.839530985,139.7063029,3.513459044,0.858535076,35.64080749,60.30628819,2.212081367,0.703844071,0.224301957,0.054141852,0,0,0.007543073,0.5606,0.08401704,37452
C26b,CLS_72,CLS_72b,b,HE562,T18:40:00,2020,9,29,18,7.99949,55.08513,55.08513,16,17.12701907,2.389704293,190.8215094,2.793080416,0.196474683,14.34826541,64.07320085,18.08689795,2.593465813,0.550129112,0.151566184,0,0,0.002640107,0.4322,0.443762236,13377
C27a,SAR02,SAR02a,a,HE562,T12:24:00,2020,9,27,12,6.74488,54.89291,54.892909,18,40.52229279,-0.200013478,1148.709086,0.883129093,1.782279054,3.089283694,4.198257327,16.37433518,29.24069254,18.00950549,6.727396175,7.700577119,12.87767342,0.008233135,0.4569,0.053180907,13002
C27b,SAR02,SAR02b,b,HE562,T12:24:00,2020,9,27,12,6.74488,54.89291,54.89291,18,40.52229279,-0.200013478,1148.709086,0.883129093,1.782279054,3.089283694,4.198257327,16.37433518,29.24069254,18.00950549,6.727396175,7.700577119,12.87767342,0.008233135,0.4569,0.053180907,9097
C27c,SAR02,SAR02c,c,HE562,T12:24:00,2020,9,27,12,6.74488,54.89291,54.892911,18,40.52229279,-0.200013478,1148.709086,0.883129093,1.782279054,3.089283694,4.198257327,16.37433518,29.24069254,18.00950549,6.727396175,7.700577119,12.87767342,0.008233135,0.4569,0.053180907,8753
C28a,SAR03,SAR03a,a,HE562,T10:57:00,2020,9,27,10,6.76818,54.85187,54.851869,17,40.01390978,-0.142812476,1104.055331,1.420935712,0.636682243,1.594626168,4.667056075,6.174065421,27.44742991,40.41471963,11.40186916,7.278037383,0.385514019,0.005003626,0.4831,0.084591726,9303
C28b,SAR03,SAR03b,b,HE562,T10:57:00,2020,9,27,10,6.76818,54.85187,54.85187,17,40.01390978,-0.142812476,1104.055331,1.420935712,0.636682243,1.594626168,4.667056075,6.174065421,27.44742991,40.41471963,11.40186916,7.278037383,0.385514019,0.005003626,0.4831,0.084591726,10297
C28c,SAR03,SAR03c,c,HE562,T10:57:00,2020,9,27,10,6.76818,54.85187,54.851871,17,40.01390978,-0.142812476,1104.055331,1.420935712,0.636682243,1.594626168,4.667056075,6.174065421,27.44742991,40.41471963,11.40186916,7.278037383,0.385514019,0.005003626,0.4831,0.084591726,17528
C30a,SAR07,SAR07a,a,HE562,T08:12:00,2020,9,26,8,6.87221,54.79377,54.793769,17,38.64376294,-0.51521941,1429.211482,1.248218857,1.147959184,0.12755102,3.086734694,10.11479592,11.80484694,45.26147959,14.15816327,9.738520408,4.55994898,0.006093304,0.5778,0.03135966,11320
C30b,SAR07,SAR07b,b,HE562,T08:12:00,2020,9,26,8,6.87221,54.79377,54.79377,17,38.64376294,-0.51521941,1429.211482,1.248218857,1.147959184,0.12755102,3.086734694,10.11479592,11.80484694,45.26147959,14.15816327,9.738520408,4.55994898,0.006093304,0.5778,0.03135966,20406
C30c,SAR07,SAR07c,c,HE562,T08:12:00,2020,9,26,8,6.87221,54.79377,54.793771,17,38.64376294,-0.51521941,1429.211482,1.248218857,1.147959184,0.12755102,3.086734694,10.11479592,11.80484694,45.26147959,14.15816327,9.738520408,4.55994898,0.006093304,0.5778,0.03135966,14587
C31b,SAR10,SAR10b,b,HE562,T06:29:00,2020,9,26,6,6.91541,54.80789,54.80789,17,33.2112978,-0.616513324,1533.165377,1.049174237,1.460957179,1.475350846,6.570708888,5.102554876,10.75206909,37.32997481,19.05721483,12.46491544,5.786254048,0.00834436,0.58,0.061257028,14919
C32a,SAR11,SAR11a,a,HE562,T11:19:00,2020,9,25,11,6.96724,54.73049,54.730489,17,35.44215741,1.000459782,499.8406772,1.136076624,2.481565036,8.528906697,18.9299303,17.24300481,21.47883767,25.65069531,3.01356948,1.801407455,0.872083235,0.007378571,0.6196,0.022292695,17805
C32b,SAR11,SAR11b,b,HE562,T11:19:00,2020,9,25,11,6.96724,54.73049,54.73049,17,35.44215741,1.000459782,499.8406772,1.136076624,2.481565036,8.528906697,18.9299303,17.24300481,21.47883767,25.65069531,3.01356948,1.801407455,0.872083235,0.007378571,0.6196,0.022292695,12344
C32c,SAR11,SAR11c,c,HE562,T11:19:00,2020,9,25,11,6.96724,54.73049,54.730491,17,35.44215741,1.000459782,499.8406772,1.136076624,2.481565036,8.528906697,18.9299303,17.24300481,21.47883767,25.65069531,3.01356948,1.801407455,0.872083235,0.007378571,0.6196,0.022292695,21981
C33b,SAR13,SAR13b,b,HE562,T08:53:00,2020,9,25,8,7.07346,54.76532,54.76532,17,34.18945882,2.219023758,214.7866517,2.184466251,0.938041178,8.004618049,64.36886665,19.65557052,4.464113912,1.428708871,0.630171253,0.509909563,0,0.005451393,0.5808,0.015984182,18960
C34a,SAR16,SAR16a,a,HE562,T06:25:00,2020,9,23,6,7.10514,54.61742,54.617419,18,35.05457092,-0.490799921,1405.223804,0.773005931,1.280194636,1.396049354,9.783930951,18.89590454,14.69037827,14.42391241,15.17117535,5.920176099,18.4382784,0.006785924,0.6958,0.027282087,7840
C34b,SAR16,SAR16b,b,HE562,T06:25:00,2020,9,23,6,7.10514,54.61742,54.61742,18,35.05457092,-0.490799921,1405.223804,0.773005931,1.280194636,1.396049354,9.783930951,18.89590454,14.69037827,14.42391241,15.17117535,5.920176099,18.4382784,0.006785924,0.6958,0.027282087,29620
C34c,SAR16,SAR16c,c,HE562,T06:25:00,2020,9,23,6,7.10514,54.61742,54.617421,18,35.05457092,-0.490799921,1405.223804,0.773005931,1.280194636,1.396049354,9.783930951,18.89590454,14.69037827,14.42391241,15.17117535,5.920176099,18.4382784,0.006785924,0.6958,0.027282087,7740
C35a,SAR17,SAR17a,a,HE562,T08:16:00,2020,9,23,8,7.18197,54.71039,54.710389,18,27.99487438,2.049691367,241.5357479,1.66118207,0.124724168,3.233234194,67.23592056,23.01160894,1.770123765,1.136908759,0.570852921,1.064952509,1.851674182,0.004331159,0.6313,0.0630182,11651
C35b,SAR17,SAR17b,b,HE562,T08:16:00,2020,9,23,8,7.18197,54.71039,54.71039,18,27.99487438,2.049691367,241.5357479,1.66118207,0.124724168,3.233234194,67.23592056,23.01160894,1.770123765,1.136908759,0.570852921,1.064952509,1.851674182,0.004331159,0.6313,0.0630182,14396
C35c,SAR17,SAR17c,c,HE562,T08:16:00,2020,9,23,8,7.18197,54.71039,54.710391,18,27.99487438,2.049691367,241.5357479,1.66118207,0.124724168,3.233234194,67.23592056,23.01160894,1.770123765,1.136908759,0.570852921,1.064952509,1.851674182,0.004331159,0.6313,0.0630182,7230
C36a,SAR23,SAR23a,a,HE562,T06:28:00,2020,10,1,6,7.50674,54.6846,54.684599,17,23.439744,2.174159125,221.5709849,2.972986366,1.322852761,1.386758691,66.9158998,25.53041922,4.064417178,0.651840491,0.127811861,0,0,0.004786872,0.671,0.367376863,7161
C36b,SAR23,SAR23b,b,HE562,T06:28:00,2020,10,1,6,7.50674,54.6846,54.6846,17,23.439744,2.174159125,221.5709849,2.972986366,1.322852761,1.386758691,66.9158998,25.53041922,4.064417178,0.651840491,0.127811861,0,0,0.004786872,0.671,0.367376863,22357
C36c,SAR23,SAR23c,c,HE562,T06:28:00,2020,10,1,6,7.50674,54.6846,54.684601,17,23.439744,2.174159125,221.5709849,2.972986366,1.322852761,1.386758691,66.9158998,25.53041922,4.064417178,0.651840491,0.127811861,0,0,0.004786872,0.671,0.367376863,13964
C37a,SAR33,SAR33a,a,HE562,T15:12:00,2020,9,29,15,7.66605,55.00854,55.008539,17,22.28244365,0.714790965,609.2934071,1.44724875,0.130918612,0.872790748,4.625790967,49.66179358,22.34344316,9.04429413,10.22256164,1.385555313,1.712851844,0.002872608,0.5223,0.137689549,17576
C37b,SAR33,SAR33b,b,HE562,T15:12:00,2020,9,29,15,7.66605,55.00854,55.00854,17,22.28244365,0.714790965,609.2934071,1.44724875,0.130918612,0.872790748,4.625790967,49.66179358,22.34344316,9.04429413,10.22256164,1.385555313,1.712851844,0.002872608,0.5223,0.137689549,31397
C37c,SAR33,SAR33c,c,HE562,T15:12:00,2020,9,29,15,7.66605,55.00854,55.008541,17,22.28244365,0.714790965,609.2934071,1.44724875,0.130918612,0.872790748,4.625790967,49.66179358,22.34344316,9.04429413,10.22256164,1.385555313,1.712851844,0.002872608,0.5223,0.137689549,27197
C38a,SAR37,SAR37a,a,HE562,T15:19:00,2020,9,28,15,7.26089,55.07849,55.078489,17,26.61465338,1.924824144,263.3723605,3.148756024,1.022157323,1.174528601,40.35934226,54.81556727,1.891943369,0.520601867,0.177766491,0.01904641,0.01904641,0.003386801,0.5474,0.065285247,12293
C38b,SAR37,SAR37b,b,HE562,T15:19:00,2020,9,28,15,7.26089,55.07849,55.07849,17,26.61465338,1.924824144,263.3723605,3.148756024,1.022157323,1.174528601,40.35934226,54.81556727,1.891943369,0.520601867,0.177766491,0.01904641,0.01904641,0.003386801,0.5474,0.065285247,13876
C38c,SAR37,SAR37c,c,HE562,T15:19:00,2020,9,28,15,7.26089,55.07849,55.078491,17,26.61465338,1.924824144,263.3723605,3.148756024,1.022157323,1.174528601,40.35934226,54.81556727,1.891943369,0.520601867,0.177766491,0.01904641,0.01904641,0.003386801,0.5474,0.065285247,7634
C39a,SAR75,SAR75a,a,HE562,T10:22:00,2020,9,23,10,7.27504,54.73403,54.734029,18,24.62366987,-2.177345961,4523.206812,0.589637737,0.019480266,0.346748744,3.818132232,14.22449059,17.38418982,4.129816496,3.911637511,7.573927611,48.59157673,0.002491856,0.6384,0.066038904,12989
C39b,SAR75,SAR75b,b,HE562,T10:22:00,2020,9,23,10,7.27504,54.73403,54.73403,18,24.62366987,-2.177345961,4523.206812,0.589637737,0.019480266,0.346748744,3.818132232,14.22449059,17.38418982,4.129816496,3.911637511,7.573927611,48.59157673,0.002491856,0.6384,0.066038904,27987
C39c,SAR75,SAR75c,c,HE562,T10:22:00,2020,9,23,10,7.27504,54.73403,54.734031,18,24.62366987,-2.177345961,4523.206812,0.589637737,0.019480266,0.346748744,3.818132232,14.22449059,17.38418982,4.129816496,3.911637511,7.573927611,48.59157673,0.002491856,0.6384,0.066038904,11421
C40b,SAR_EM_03,SAR_EM_03b,b,HE562,T13:12:00,2020,9,23,13,7.14282,54.78324,54.78324,20,27.27167485,-1.293342131,2450.95183,2.668769914,0.220800975,0.433988122,0.243642455,0.243642455,1.096391046,20.93040962,68.98888381,7.827013857,0.015227653,0.011677418,0.5976,0.080682433,21461
C41a,SAR_EM_08,SAR_EM_08a,a,HE562,T12:02:00,2020,9,23,12,7.18982,54.79046,54.790459,17,25.18651527,0.480811717,716.5743377,1.97503359,0.11707989,0.082644628,2.327823691,30.99862259,32.92011019,29.58677686,3.367768595,0.447658402,0.151515152,0.004202721,0.5916,0.118707903,24536
C41b,SAR_EM_08,SAR_EM_08b,b,HE562,T12:02:00,2020,9,23,12,7.18982,54.79046,54.79046,17,25.18651527,0.480811717,716.5743377,1.97503359,0.11707989,0.082644628,2.327823691,30.99862259,32.92011019,29.58677686,3.367768595,0.447658402,0.151515152,0.004202721,0.5916,0.118707903,14211
C41c,SAR_EM_08,SAR_EM_08c,c,HE562,T12:02:00,2020,9,23,12,7.18982,54.79046,54.790461,17,25.18651527,0.480811717,716.5743377,1.97503359,0.11707989,0.082644628,2.327823691,30.99862259,32.92011019,29.58677686,3.367768595,0.447658402,0.151515152,0.004202721,0.5916,0.118707903,15322
C42a,SAR_EM_16,SAR_EM_16a,a,HE562,T13:25:00,2020,9,25,13,7.13705,54.83284,54.832839,17,26.45885437,0.687917535,620.7492271,1.755971097,0,0.177400694,3.170073274,47.82105669,21.65059776,19.83031238,5.993058234,1.357500964,0,0.003760282,0.5437,0.172147726,22431
C42b,SAR_EM_16,SAR_EM_16b,b,HE562,T13:25:00,2020,9,25,13,7.13705,54.83284,54.83284,17,26.45885437,0.687917535,620.7492271,1.755971097,0,0.177400694,3.170073274,47.82105669,21.65059776,19.83031238,5.993058234,1.357500964,0,0.003760282,0.5437,0.172147726,12728
C42c,SAR_EM_16,SAR_EM_16c,c,HE562,T13:25:00,2020,9,25,13,7.13705,54.83284,54.832841,17,26.45885437,0.687917535,620.7492271,1.755971097,0,0.177400694,3.170073274,47.82105669,21.65059776,19.83031238,5.993058234,1.357500964,0,0.003760282,0.5437,0.172147726,20896
C43b,SAR_EM_18,SAR_EM_18b,b,HE562,T15:16:00,2020,9,25,15,7.11908,54.83712,54.83712,17,25.57785206,0.929436779,525.063284,2.098808249,0.101398228,0.432276657,3.415519266,55.26203437,22.88397908,15.06564201,2.716405166,0.117408475,0.005336749,0.003490298,0.5322,0.170910306,20465
C44b,SAR_EM_22,SAR_EM_22b,b,HE562,T17:30:00,2020,9,25,17,7.13007,54.84166,54.84166,18,25.3221856,1.328800039,398.0992231,2.262243155,0.047798609,0.483297042,13.17648308,65.93552499,12.18333422,5.852674067,1.842901907,0.477986085,0,0.002453483,0.538,0.161885707,9493
C45a,SAR_EM_25,SAR_EM_25a,a,HE562,T19:34:00,2020,9,25,19,7.10357,54.85536,54.855359,18,25.195938,-0.139825715,1101.772008,1.601172972,0.234669932,0.41322314,0.81624324,20.82440567,14.17712478,41.34272013,19.64085297,2.458932762,0.091827365,0.005251386,0.5199,0.121055061,6324
C45b,SAR_EM_25,SAR_EM_25b,b,HE562,T19:34:00,2020,9,25,19,7.10357,54.85536,54.85536,18,25.195938,-0.139825715,1101.772008,1.601172972,0.234669932,0.41322314,0.81624324,20.82440567,14.17712478,41.34272013,19.64085297,2.458932762,0.091827365,0.005251386,0.5199,0.121055061,20288
C45c,SAR_EM_25,SAR_EM_25c,c,HE562,T19:34:00,2020,9,25,19,7.10357,54.85536,54.855361,18,25.195938,-0.139825715,1101.772008,1.601172972,0.234669932,0.41322314,0.81624324,20.82440567,14.17712478,41.34272013,19.64085297,2.458932762,0.091827365,0.005251386,0.5199,0.121055061,17786
C46a,SAR_EM_26,SAR_EM_26a,a,HE562,T08:03:00,2020,10,1,8,7.61379,54.67309,54.673089,18,20.22137878,-0.168547464,1123.926322,3.477950899,0.013110456,0.045886595,0.570304818,4.72631924,21.21927237,72.8548017,0.570304818,0,0,0.003736218,0.6601,0.489968939,9332
C46b,SAR_EM_26,SAR_EM_26b,b,HE562,T08:03:00,2020,10,1,8,7.61379,54.67309,54.67309,18,20.22137878,-0.168547464,1123.926322,3.477950899,0.013110456,0.045886595,0.570304818,4.72631924,21.21927237,72.8548017,0.570304818,0,0,0.003736218,0.6601,0.489968939,8977
C46c,SAR_EM_26,SAR_EM_26c,c,HE562,T08:03:00,2020,10,1,8,7.61379,54.67309,54.673091,18,20.22137878,-0.168547464,1123.926322,3.477950899,0.013110456,0.045886595,0.570304818,4.72631924,21.21927237,72.8548017,0.570304818,0,0,0.003736218,0.6601,0.489968939,17849
C47b,SAR_EM_28,SAR_EM_28b,b,HE562,T12:58:00,2020,10,1,12,7.59433,54.6821,54.6821,18,21.69735411,-0.5172621,1431.236515,5.167257338,0.182692308,0,0.211538462,0.192307692,0.798076923,95.91346154,1.5,1.201923077,0,0.004939,0.6558,0.476982198,12081
C48b,SAR_EM_30,SAR_EM_30b,b,HE562,T13:29:00,2020,10,1,13,7.57851,54.68594,54.68594,16,22.23686515,-0.593672565,1509.083427,3.675694113,0.292510199,0.069278731,0.200138557,0.431067662,3.302286198,81.15618505,14.10207066,0.446462936,0,0.006781913,0.6682,0.474425477,9965
C49b,SAR_EM_31,SAR_EM_31b,b,HE562,T14:05:00,2020,10,1,14,7.572,54.6885,54.6885,17,23.30196432,-0.577083856,1491.830736,4.643881553,0.150447925,0.061546878,0.075223962,0.191479177,2.386651166,87.58804623,9.143130685,0.403473979,0,0.006082328,0.6688,0.469183395,25795
C50b,SAR_EM_33,SAR_EM_33b,b,HE562,T14:42:00,2020,10,1,14,7.57284,54.69524,54.69524,18,21.66458261,-0.176515542,1130.150998,2.847642432,0.040018008,0.080036016,0,8.448801961,18.7884548,68.61087489,3.821719774,0.210094543,0,0.002801642,0.6688,0.452676449,15672
C51b,SAR_EM_36,SAR_EM_36b,b,HE562,T16:15:00,2020,10,1,16,7.5611,54.70203,54.70203,19,21.45126667,-0.970890108,1960.049525,3.064146807,0.033590863,0.047027209,0.188108834,0.369499496,3.103795768,48.08196171,44.62882096,3.547195163,0,0.00307908,0.6673,0.429316647,11180
C52b,SAR_EM_40,SAR_EM_40b,b,HE562,T17:06:00,2020,10,1,17,7.55298,54.70603,54.70603,17,21.65783807,-0.617031468,1533.716112,1.770198107,0.077807039,0.161599234,0.532678956,4.674407469,9.582236055,66.30955231,10.98874791,1.047402442,6.62556859,0.004859662,0.6542,0.426073316,15119
C54b,SAR_EM_43,SAR_EM_43b,b,HE562,T08:43:00,2020,10,2,8,7.54643,54.71344,54.71344,18,22.30532961,-0.78823672,1726.962457,0.853264383,0.466366295,0.395225674,2.371354043,19.04987748,24.08505257,12.93968856,7.272152399,15.72998182,17.69030116,0.002490885,0.6375,0.425746276,13575
C55a,SAR_EM_44,SAR_EM_44a,a,HE562,T07:00:00,2020,10,2,7,7.57132,54.71313,54.713129,18,19.46978555,-0.336628519,1262.802059,1.658968301,0.202789389,0.012415677,0.27728345,17.78338782,12.45706245,37.81401316,29.59897364,1.854074411,0,0.001987838,0.6626,0.403159426,14403
C55b,SAR_EM_44,SAR_EM_44b,b,HE562,T07:00:00,2020,10,2,7,7.57132,54.71313,54.71313,18,19.46978555,-0.336628519,1262.802059,1.658968301,0.202789389,0.012415677,0.27728345,17.78338782,12.45706245,37.81401316,29.59897364,1.854074411,0,0.001987838,0.6626,0.403159426,31381
C55c,SAR_EM_44,SAR_EM_44c,c,HE562,T07:00:00,2020,10,2,7,7.57132,54.71313,54.713131,18,19.46978555,-0.336628519,1262.802059,1.658968301,0.202789389,0.012415677,0.27728345,17.78338782,12.45706245,37.81401316,29.59897364,1.854074411,0,0.001987838,0.6626,0.403159426,23873
C56b,SAR_EM_45,SAR_EM_45b,b,HE562,T09:16:00,2020,10,2,9,7.56282,54.71472,54.71472,17,20.1325714,-1.031826421,2044.611047,3.336446591,0.104105667,0.039039625,0.07807925,0.32533021,2.810853016,40.0936951,55.35818856,1.177695361,0.013013208,0.005366169,0.6545,0.404769181,15987
C57b,SAR_EM_47,SAR_EM_47b,b,HE562,T10:32:00,2020,10,2,10,7.55237,54.71972,54.71972,17,21.97733858,-0.479031179,1393.807361,1.222064025,0.760942013,0.372139525,1.932903799,8.864696734,28.89913353,24.44456787,22.90046656,4.598978005,7.226171962,0.011780671,0.6296,0.416162952,18793
C59b,SAR_EM_49,SAR_EM_49b,b,HE562,T12:04:00,2020,10,2,12,7.55602,54.72506,54.72506,17,21.73282016,-0.628978714,1546.469858,1.189804248,0.393955747,0.685375067,3.475445224,9.946033459,9.266055046,45.21856449,16.47058824,5.423637345,9.120345386,0.002364859,0.6289,0.403406353,9508
C60a,SAR_EM_50,SAR_EM_50a,a,HE562,T13:02:00,2020,10,2,13,7.56093,54.72711,54.727109,17,20.76651862,-0.238863639,1180.0628,2.958073783,0.428018208,0.033969699,1.324818262,4.477206332,10.87709763,82.38331408,0.461987907,0,0.01358788,0.002398409,0.6421,0.395959508,23639
C60b,SAR_EM_50,SAR_EM_50b,b,HE562,T13:02:00,2020,10,2,13,7.56093,54.72711,54.72711,17,20.76651862,-0.238863639,1180.0628,2.958073783,0.428018208,0.033969699,1.324818262,4.477206332,10.87709763,82.38331408,0.461987907,0,0.01358788,0.002398409,0.6421,0.395959508,12149
C60c,SAR_EM_50,SAR_EM_50c,c,HE562,T13:02:00,2020,10,2,13,7.56093,54.72711,54.727111,17,20.76651862,-0.238863639,1180.0628,2.958073783,0.428018208,0.033969699,1.324818262,4.477206332,10.87709763,82.38331408,0.461987907,0,0.01358788,0.002398409,0.6421,0.395959508,41237
C61b,SAR_EM_54,SAR_EM_54b,b,HE562,T13:33:00,2020,9,30,13,7.46743,54.79083,54.79083,17,21.94429657,0.779640858,582.5117847,2.531059143,0.211324507,0.024861707,1.82112002,37.77736342,46.81459382,12.77270185,0.180247374,0.149170241,0.248617068,0.001962814,0.59,0.198218108,24557
C62a,SAR_EM_55,SAR_EM_55a,a,HE562,T14:37:00,2020,9,30,14,7.46908,54.78146,54.781459,17,21.60032469,0.67301347,627.1952465,3.212238341,0.161069021,0.035793116,2.249000776,20.56911054,67.91743721,8.918451351,0.107379347,0.041758635,0,0.002597121,0.5913,0.216138521,10740
C62b,SAR_EM_55,SAR_EM_55b,b,HE562,T14:37:00,2020,9,30,14,7.46908,54.78146,54.78146,17,21.60032469,0.67301347,627.1952465,3.212238341,0.161069021,0.035793116,2.249000776,20.56911054,67.91743721,8.918451351,0.107379347,0.041758635,0,0.002597121,0.5913,0.216138521,42781
C62c,SAR_EM_55,SAR_EM_55c,c,HE562,T14:37:00,2020,9,30,14,7.46908,54.78146,54.781461,17,21.60032469,0.67301347,627.1952465,3.212238341,0.161069021,0.035793116,2.249000776,20.56911054,67.91743721,8.918451351,0.107379347,0.041758635,0,0.002597121,0.5913,0.216138521,13785
C63b,SAR_EM_56,SAR_EM_56b,b,HE562,T16:15:00,2020,9,30,16,7.45229,54.78769,54.78769,17,22.3752883,1.006235106,497.8437398,2.067924437,0.056543318,1.011497141,9.524407866,45.41684991,27.03398882,16.82477854,0.125651819,0,0.006282591,0.002485988,0.6059,0.180346947,11073
C64a,SAR_EM_57,SAR_EM_57a,a,HE562,T17:03:00,2020,9,30,17,7.43775,54.78955,54.789549,17,23.51708782,-0.077545627,1055.221326,2.737618383,0.188256387,0,0.510981623,7.826086957,26.43657553,63.11071268,1.38054684,0.546839982,0,0.003203603,0.5957,0.161199288,12102
C64b,SAR_EM_57,SAR_EM_57b,b,HE562,T17:03:00,2020,9,30,17,7.43775,54.78955,54.78955,17,23.51708782,-0.077545627,1055.221326,2.737618383,0.188256387,0,0.510981623,7.826086957,26.43657553,63.11071268,1.38054684,0.546839982,0,0.003203603,0.5957,0.161199288,15278
C64c,SAR_EM_57,SAR_EM_57c,c,HE562,T17:03:00,2020,9,30,17,7.43775,54.78955,54.789551,17,23.51708782,-0.077545627,1055.221326,2.737618383,0.188256387,0,0.510981623,7.826086957,26.43657553,63.11071268,1.38054684,0.546839982,0,0.003203603,0.5957,0.161199288,10704
C65b,SAR_EM_59,SAR_EM_59b,b,HE562,T19:10:00,2020,9,30,19,7.42804,54.77733,54.77733,18,23.83869806,-0.751400593,1683.426337,2.945360006,0.369448237,0,0.514014939,0.417637138,1.003935427,70.80555779,23.94185206,2.947554413,0,0.002584047,0.5992,0.153841482,11494
C66b,SAR_EM_60,SAR_EM_60b,b,HE562,T21:50:00,2020,9,30,21,7.43928,54.76255,54.76255,18,22.86392889,0.594306526,662.3627632,2.771605444,0.109008799,0.046718057,1.448259752,24.20773962,56.06166783,17.82293857,0.280308339,0.023359028,0,0.002579955,0.6141,0.17290615,8678
C67b,SAR_EM_62,SAR_EM_62b,b,HE562,T14:55:00,2020,9,27,14,6.86891,54.90914,54.90914,18,33.1078198,-0.034922474,1024.501768,1.539690749,0.800457404,0.095292548,5.526967791,14.61787688,9.767486183,61.34934248,4.021345531,2.29655041,1.52468077,0.003549779,0.4644,0.130810441,13682
C68a,SAR_EM_63,SAR_EM_63a,a,HE562,T17:37:00,2020,9,27,17,6.87142,54.91733,54.917329,18,34.55125704,-0.324076644,1251.862963,1.088771886,2.138053547,2.626570232,8.457048598,6.318995051,1.103920822,50.06344373,20.99987311,5.722624032,2.569470879,0.005811973,0.4621,0.147360097,13524
C68b,SAR_EM_63,SAR_EM_63b,b,HE562,T17:37:00,2020,9,27,17,6.87142,54.91733,54.91733,18,34.55125704,-0.324076644,1251.862963,1.088771886,2.138053547,2.626570232,8.457048598,6.318995051,1.103920822,50.06344373,20.99987311,5.722624032,2.569470879,0.005811973,0.4621,0.147360097,12634
C68c,SAR_EM_63,SAR_EM_63c,c,HE562,T17:37:00,2020,9,27,17,6.87142,54.91733,54.917331,18,34.55125704,-0.324076644,1251.862963,1.088771886,2.138053547,2.626570232,8.457048598,6.318995051,1.103920822,50.06344373,20.99987311,5.722624032,2.569470879,0.005811973,0.4621,0.147360097,23070
C69a,SAR_EM_64,SAR_EM_64a,a,HE562,T19:22:00,2020,9,27,19,6.85811,54.93578,54.935779,18,36.13878402,-0.673844948,1595.319015,1.235801693,0.992315153,1.03708125,6.259792584,6.438856972,5.215250317,26.8223532,46.74326643,5.095874058,1.395210028,0.005696744,0.4475,0.120599611,30060
C69b,SAR_EM_64,SAR_EM_64b,b,HE562,T19:22:00,2020,9,27,19,6.85811,54.93578,54.93578,18,36.13878402,-0.673844948,1595.319015,1.235801693,0.992315153,1.03708125,6.259792584,6.438856972,5.215250317,26.8223532,46.74326643,5.095874058,1.395210028,0.005696744,0.4475,0.120599611,9330
C69c,SAR_EM_64,SAR_EM_64c,c,HE562,T19:22:00,2020,9,27,19,6.85811,54.93578,54.935781,18,36.13878402,-0.673844948,1595.319015,1.235801693,0.992315153,1.03708125,6.259792584,6.438856972,5.215250317,26.8223532,46.74326643,5.095874058,1.395210028,0.005696744,0.4475,0.120599611,27819
C70b,SAR_EM_65,SAR_EM_65b,b,HE562,T18:26:00,2020,9,27,18,6.87118,54.92842,54.92842,18,34.83605607,-0.361213612,1284.505985,1.74284813,0.310412309,1.484580606,2.80045887,7.557864903,5.17578784,61.92725555,19.3872731,1.356366826,0,0.020024138,0.4608,0.146352947,13417
C71a,SAR_EM_66,SAR_EM_66a,a,HE562,T16:25:00,2020,9,27,16,6.8448,54.91289,54.912889,16,34.16981467,-1.188075925,2278.486661,1.147062602,0.813749105,2.356617408,5.611613827,3.723715904,0.716099212,1.725148102,68.97337413,15.52633292,0.553349391,0.004670181,0.4579,0.092106584,12373
C71b,SAR_EM_66,SAR_EM_66b,b,HE562,T16:25:00,2020,9,27,16,6.8448,54.91289,54.91289,16,34.16981467,-1.188075925,2278.486661,1.147062602,0.813749105,2.356617408,5.611613827,3.723715904,0.716099212,1.725148102,68.97337413,15.52633292,0.553349391,0.004670181,0.4579,0.092106584,49375
C71c,SAR_EM_66,SAR_EM_66c,c,HE562,T16:25:00,2020,9,27,16,6.8448,54.91289,54.912891,16,34.16981467,-1.188075925,2278.486661,1.147062602,0.813749105,2.356617408,5.611613827,3.723715904,0.716099212,1.725148102,68.97337413,15.52633292,0.553349391,0.004670181,0.4579,0.092106584,9115
C72a,SAR_EM_67,SAR_EM_67a,a,HE562,T14:03:00,2020,9,27,14,6.86639,54.89976,54.899759,19,33.19002758,-0.631975755,1549.685819,1.803358618,0.618591645,0.042369291,0.660960936,3.745445301,6.923142107,67.58749259,12.41420219,3.864079315,4.143716634,0.004801414,0.4713,0.119315631,13350
